Site,Hole,Core,CoreType,Section,CuratedLength,TopDepth,BottomDepth,TopDepthScaled,BottomDepthScaled
1,A,1,H,1,1.45,0.1,1.55,0.1,1.55
1,A,1,H,2,1.273,1.55,2.823,1.55,2.823
1,A,1,H,9,0.04,2.823,2.863,2.823,2.863
1,A,2,H,1,1.505,3.1,4.605,3.1,4.605
1,A,2,H,2,1.27,4.605,5.875,4.605,5.875
1,A,2,H,9,0.04,5.875,5.915,5.875,5.915
1,A,3,H,1,1.5,6.1,7.6,6.1,7.6
1,A,3,H,2,1.015,7.6,8.615,7.6,8.615
1,A,3,H,3,0.145,8.615,8.76,8.615,8.76
1,A,3,H,9,0.01,8.76,8.77,8.76,8.77
1,A,4,H,1,1.507,9.1,10.607000000000001,9.1,10.607000000000001
1,A,4,H,2,1.28,10.607000000000001,11.887,10.607000000000001,11.887
1,A,4,H,9,0.07,11.887,11.957,11.887,11.957
1,A,5,H,1,1.51,12.1,13.61,12.1,13.61
1,A,5,H,2,1.4,13.61,15.01,13.61,15.01
1,A,5,H,9,0.02,15.01,15.03,15.01,15.03
1,A,6,H,1,1.495,15.1,16.595,15.1,16.595
1,A,6,H,2,1.445,16.595,18.04,16.595,18.04
1,A,6,H,9,0.06,18.04,18.1,18.04,18.1
1,A,7,H,1,1.505,18.1,19.605,18.1,19.605
1,A,7,H,2,1.365,19.605,20.97,19.605,20.97
1,A,7,H,9,0.02,20.97,20.99,20.97,20.99
1,A,8,H,1,1.51,21.1,22.61,21.1,22.61
1,A,8,H,2,1.405,22.61,24.015,22.61,24.015
1,A,9,H,1,1.499,24.1,25.599,24.1,25.599
1,A,9,H,2,0.48200000000000004,25.599,26.081,25.599,26.081
1,A,9,H,9,0.06,26.081,26.141,26.081,26.141
1,A,10,E,1,1.51,26.54,28.05,26.54,28.05
1,A,10,E,2,1.06,28.05,29.11,28.05,29.11
1,A,10,E,9,0.11,29.11,29.22,29.11,29.22
1,A,12,E,1,1.52,32.54,34.06,32.54,34.06
1,A,12,E,2,0.905,34.06,34.965,34.06,34.965
1,A,12,E,9,0.08,34.965,35.045,34.965,35.045
1,A,13,E,1,1.53,35.54,37.07,35.54,37.00645367
1,A,13,E,2,1.485,37.07,38.555,37.00645367,38.42977636
1,A,13,E,9,0.115,38.555,38.67,38.42977636,38.54
1,A,14,E,1,0.787,41.59,42.376999999999995,41.59,42.376999999999995
1,A,14,E,2,0.826,42.376999999999995,43.203,42.376999999999995,43.203
1,A,14,E,9,0.1,43.203,43.303000000000004,43.203,43.303000000000004
1,A,15,E,1,1.4969999999999999,44.59,46.086999999999996,44.59,45.89552326
1,A,15,E,2,1.02,46.086999999999996,47.107,45.89552326,46.78505814
1,A,15,E,3,0.843,47.107,47.95,46.78505814,47.52023256
1,A,15,E,9,0.08,47.95,48.03,47.52023256,47.59
1,A,16,E,1,1.508,47.59,49.098,47.59,49.03768
1,A,16,E,2,0.805,49.098,49.903,49.03768,49.81048
1,A,16,E,3,0.812,49.903,50.715,49.81048,50.59
1,A,17,E,1,1.506,50.59,52.096000000000004,50.59,52.00497025
1,A,17,E,2,0.8109999999999999,52.096000000000004,52.907,52.00497025,52.76694958
1,A,17,E,3,0.846,52.907,53.753,52.76694958,53.56181334
1,A,17,E,9,0.03,53.753,53.783,53.56181334,53.59
1,A,18,E,9,0.1,53.59,53.69,53.59,53.69
1,A,20,H,1,0.795,59.59,60.385,59.59,60.385
1,A,20,H,2,1.015,60.385,61.4,60.385,61.4
1,A,20,H,3,1.03,61.4,62.43,61.4,62.43
1,A,20,H,9,0.08,62.43,62.51,62.43,62.51
1,A,21,H,1,1.301,62.59,63.891000000000005,62.59,63.85147382
1,A,21,H,2,0.86,63.891000000000005,64.751,63.85147382,64.68534583
1,A,21,H,3,0.893,64.751,65.64399999999999,64.68534583,65.55121526
1,A,21,H,9,0.04,65.64399999999999,65.684,65.55121526,65.59
1,A,22,H,1,1.05,65.59,66.64,65.59,66.62075916
1,A,22,H,2,0.76,66.64,67.4,66.62075916,67.36683246
1,A,22,H,3,1.186,67.4,68.586,67.36683246,68.53109948
1,A,22,H,9,0.06,68.586,68.646,68.53109948,68.59
1,A,23,H,1,0.87,68.48,69.35,68.48,69.35
1,A,23,H,2,1.006,69.35,70.35600000000001,69.35,70.35600000000001
1,A,23,H,3,1.072,70.35600000000001,71.428,70.35600000000001,71.428
1,A,23,H,9,0.04,71.428,71.468,71.428,71.468
1,A,24,H,1,1.49,71.48,72.97,71.48,72.97
1,A,24,H,2,1.141,72.97,74.111,72.97,74.111
1,A,24,H,9,0.04,74.111,74.15100000000001,74.111,74.15100000000001
1,A,25,H,1,1.495,74.18,75.675,74.18,75.6529064
1,A,25,H,2,0.11,75.675,75.785,75.6529064,75.76128079
1,A,25,H,3,1.31,75.785,77.095,75.76128079,77.05192118
1,A,25,H,9,0.13,77.095,77.225,77.05192118,77.18
1,A,26,H,1,1.305,77.18,78.485,77.18,78.4723301
1,A,26,H,2,1.25,78.485,79.735,78.4723301,79.71019417
1,A,26,H,9,0.02,79.735,79.755,79.71019417,79.73
1,A,27,H,1,1.495,79.73,81.225,79.73,81.225
1,A,27,H,2,1.31,81.225,82.535,81.225,82.535
1,A,27,H,9,0.04,82.535,82.575,82.535,82.575
1,A,28,H,1,1.5019999999999998,82.73,84.23200000000001,82.73,84.20166309
1,A,28,H,2,0.815,84.23200000000001,85.04700000000001,84.20166309,85.00020198
1,A,28,H,9,0.01,85.04700000000001,85.057,85.00020198,85.01
1,A,29,H,1,0.285,85.01,85.295,85.01,85.29197452
1,A,29,H,2,1.1,85.295,86.395,85.29197452,86.38029724
1,A,29,H,3,0.95,86.395,87.345,86.38029724,87.32021231
1,A,29,H,9,0.02,87.345,87.365,87.32021231,87.34
1,A,30,H,1,0.253,87.34,87.59299999999999,87.34,87.54960039
1,A,30,H,2,0.7929999999999999,87.59299999999999,88.38600000000001,87.54960039,88.2065692
1,A,30,H,3,0.84,88.38600000000001,89.226,88.2065692,88.90247563
1,A,30,H,4,0.166,89.226,89.39200000000001,88.90247563,89.04
1,A,31,E,1,1.5,89.04,90.54,89.04,90.54
1,A,31,E,2,1.176,90.54,91.71600000000001,90.54,91.71600000000001
1,A,31,E,9,0.01,91.71600000000001,91.726,91.71600000000001,91.726
1,A,32,E,9,0.04,92.04,92.08,92.04,92.08
1,A,33,A,9,0.05,92.73,92.78,92.73,92.78
1,B,1,H,9,0.05,0.0,0.05,0.0,0.05
1,B,2,H,1,1.495,1.6,3.095,1.6,3.095
1,B,2,H,2,1.285,3.095,4.38,3.095,4.38
1,B,2,H,3,0.05,4.38,4.43,4.38,4.43
1,B,2,H,9,0.02,4.43,4.45,4.43,4.45
1,B,3,H,1,1.51,4.6,6.11,4.6,6.11
1,B,3,H,2,1.412,6.11,7.522,6.11,7.522
1,B,3,H,9,0.05,7.522,7.572,7.522,7.572
1,B,4,H,1,1.515,7.6,9.115,7.6,9.115
1,B,4,H,2,1.19,9.115,10.305,9.115,10.305
1,B,4,H,3,0.05,10.305,10.355,10.305,10.355
1,B,4,H,9,0.04,10.355,10.395,10.355,10.395
1,B,5,H,1,1.505,10.6,12.105,10.6,12.105
1,B,5,H,2,1.295,12.105,13.4,12.105,13.4
1,B,5,H,3,0.05,13.4,13.45,13.4,13.45
1,B,5,H,9,0.05,13.45,13.5,13.45,13.5
1,B,6,H,1,1.5119999999999998,13.6,15.112,13.6,15.112
1,B,6,H,2,1.345,15.112,16.457,15.112,16.457
1,B,6,H,3,0.05,16.457,16.507,16.457,16.507
1,B,6,H,9,0.07,16.507,16.577,16.507,16.577
1,B,7,H,1,1.52,16.53,18.05,16.53,18.05
1,B,7,H,2,1.025,18.05,19.075,18.05,19.075
1,B,7,H,3,0.05,19.075,19.125,19.075,19.125
1,B,7,H,9,0.095,19.125,19.22,19.125,19.22
1,B,8,H,1,1.51,19.43,20.94,19.43,20.93748752
1,B,8,H,2,1.365,20.94,22.305,20.93748752,22.30021631
1,B,8,H,3,0.05,22.305,22.355,22.30021631,22.35013311
1,B,8,H,9,0.08,22.355,22.435,22.35013311,22.43
1,B,9,H,1,1.5,22.43,23.93,22.43,23.92303251
1,B,9,H,2,1.429,23.93,25.359,23.92303251,25.34539482
1,B,9,H,9,0.085,25.359,25.444000000000003,25.34539482,25.43
1,B,10,H,1,0.67,25.43,26.1,25.43,26.1
1,B,10,H,2,0.88,26.1,26.98,26.1,26.98
1,B,10,H,9,0.1,26.98,27.08,26.98,27.08
1,B,11,H,1,1.506,27.13,28.636,27.13,28.63549817
1,B,11,H,2,1.415,28.636,30.051,28.63549817,30.05002666
1,B,11,H,9,0.08,30.051,30.131,30.05002666,30.13
1,B,12,H,1,1.5030000000000001,30.13,31.633000000000003,30.13,31.6314985
1,B,12,H,2,1.425,31.633000000000003,33.058,31.6314985,33.05507493
1,B,12,H,9,0.075,33.058,33.133,33.05507493,33.13
1,B,13,H,1,1.15,33.13,34.28,33.13,34.28
1,B,13,H,2,1.055,34.28,35.335,34.28,35.335
1,B,13,H,3,0.05,35.335,35.385,35.335,35.385
1,B,14,H,1,1.4909999999999999,35.73,37.221,35.73,37.22045405
1,B,14,H,2,1.14,37.221,38.361,37.22045405,38.36003662
1,B,14,H,9,0.1,38.361,38.461,38.36003662,38.46
1,B,15,H,1,1.5019999999999998,38.46,39.961999999999996,38.46,39.95209158
1,B,15,H,2,0.975,39.961999999999996,40.937,39.95209158,40.92065968
1,B,15,H,3,0.06,40.937,40.997,40.92065968,40.98026387
1,B,15,H,9,0.04,40.997,41.037,40.98026387,41.02
1,B,16,H,1,1.504,41.02,42.523999999999994,41.02,42.51600607
1,B,16,H,2,1.01,42.523999999999994,43.534,42.51600607,43.52063781
1,B,16,H,9,0.12,43.534,43.653999999999996,43.52063781,43.64
1,B,17,H,1,0.2,43.64,43.84,43.64,43.82526316
1,B,17,H,2,1.505,43.84,45.345,43.82526316,45.21936842
1,B,17,H,3,0.61,45.345,45.955,45.21936842,45.78442105
1,B,17,H,9,0.06,45.955,46.015,45.78442105,45.84
1,B,18,H,1,1.5,45.84,47.34,45.84,47.3322813
1,B,18,H,2,1.3,47.34,48.64,47.3322813,48.62559177
1,B,18,H,3,0.065,48.64,48.705,48.62559177,48.69025729
1,B,18,H,9,0.05,48.705,48.755,48.69025729,48.74
1,B,19,H,1,1.44,48.74,50.18,48.74,50.13130435
1,B,19,H,2,1.445,50.18,51.625,50.13130435,51.52743961
1,B,19,H,3,0.14,51.625,51.765,51.52743961,51.66270531
1,B,19,H,9,0.08,51.765,51.845,51.66270531,51.74
1,B,20,H,1,0.15,51.74,51.89,51.74,51.89
1,B,20,H,2,1.36,51.89,53.25,51.89,53.25
1,B,20,H,3,1.15,53.25,54.4,53.25,54.4
1,B,20,H,4,0.13,54.4,54.53,54.4,54.53
1,B,20,H,9,0.05,54.53,54.58,54.53,54.58
1,B,21,H,1,0.905,54.74,55.645,54.74,55.43615385
1,B,21,H,2,1.005,55.645,56.65,55.43615385,56.20923077
1,B,21,H,9,0.04,56.65,56.69,56.20923077,56.24
1,B,22,H,1,0.9,56.24,57.14,56.24,56.92983137
1,B,22,H,2,0.742,57.14,57.882,56.92983137,57.49855902
1,B,22,H,3,0.275,57.882,58.157,57.49855902,57.70934083
1,B,22,H,9,0.04,58.157,58.196999999999996,57.70934083,57.74
1,B,23,H,1,0.3,57.74,58.04,57.74,58.04
1,B,23,H,2,1.234,58.04,59.273999999999994,58.04,59.273999999999994
1,B,23,H,3,1.365,59.273999999999994,60.638999999999996,59.273999999999994,60.638999999999996
1,B,23,H,4,0.05,60.638999999999996,60.68899999999999,60.638999999999996,60.68899999999999
1,B,23,H,9,0.04,60.68899999999999,60.729,60.68899999999999,60.729
1,B,24,H,1,1.48,60.74,62.22,60.74,62.16034549
1,B,24,H,2,0.8109999999999999,62.22,63.031000000000006,62.16034549,62.93865643
1,B,24,H,3,0.735,63.031000000000006,63.766000000000005,62.93865643,63.64403071
1,B,24,H,4,0.06,63.766000000000005,63.826,63.64403071,63.70161228
1,B,24,H,9,0.04,63.826,63.86600000000001,63.70161228,63.74
1,B,25,H,1,1.515,63.74,65.255,63.74,65.255
1,B,25,H,2,1.224,65.255,66.479,65.255,66.479
1,B,25,H,9,0.04,66.479,66.51899999999999,66.479,66.51899999999999
1,B,26,H,1,1.515,66.74,68.255,66.74,68.255
1,B,26,H,2,1.05,68.255,69.305,68.255,69.305
1,B,26,H,3,0.05,69.305,69.355,69.305,69.355
1,B,26,H,9,0.04,69.355,69.395,69.355,69.395
1,B,27,H,1,0.98,69.74,70.72,69.74,70.71463948
1,B,27,H,2,0.941,70.72,71.661,70.71463948,71.65049229
1,B,27,H,3,0.05,71.661,71.711,71.65049229,71.7002188
1,B,27,H,9,0.04,71.711,71.751,71.7002188,71.74
1,B,28,H,1,1.485,71.74,73.225,71.74,73.225
1,B,28,H,2,1.05,73.225,74.275,73.225,74.275
1,B,29,H,1,0.99,74.74,75.73,74.74,75.73
1,B,29,H,2,0.88,75.73,76.61,75.73,76.61
1,B,29,H,3,0.9129999999999999,76.61,77.523,76.61,77.523
1,B,29,H,9,0.09,77.523,77.613,77.523,77.613
1,B,30,H,1,1.5,76.74,78.24,76.74,78.24
1,B,30,H,2,0.9,78.24,79.14,78.24,79.14
1,B,30,H,9,0.05,79.14,79.19,79.14,79.19
1,B,31,H,1,1.035,78.74,79.775,78.74,79.775
1,B,31,H,2,1.115,79.775,80.89,79.775,80.89
1,B,31,H,3,0.053,80.89,80.943,80.89,80.943
1,B,31,H,9,0.01,80.943,80.953,80.943,80.953
1,B,32,H,1,1.505,81.74,83.245,81.74,83.23281377
1,B,32,H,2,0.885,83.245,84.13,83.23281377,84.11064777
1,B,32,H,3,0.05,84.13,84.18,84.11064777,84.16024291
1,B,32,H,9,0.03,84.18,84.21,84.16024291,84.19
1,B,33,H,1,0.15,84.19,84.34,84.19,84.33883626
1,B,33,H,2,0.52,84.34,84.86,84.33883626,84.85480196
1,B,33,H,3,1.19,84.86,86.05,84.85480196,86.03556962
1,B,33,H,4,0.439,86.05,86.48899999999999,86.03556962,86.47116374
1,B,33,H,5,0.05,86.48899999999999,86.539,86.47116374,86.52077583
1,B,33,H,9,0.1,86.539,86.639,86.52077583,86.62
1,B,34,H,1,0.20600000000000002,86.62,86.82600000000001,86.62,86.82600000000001
1,B,35,E,1,1.5,86.62,88.12,86.62,88.12
1,B,35,E,2,1.05,88.12,89.17,88.12,89.17
1,B,35,E,3,0.05,89.17,89.22,89.17,89.22
1,B,35,E,9,0.06,89.22,89.28,89.22,89.28
1,B,36,E,1,0.35,89.62,89.97,89.62,89.84361111
1,B,36,E,9,0.01,89.97,89.98,89.84361111,89.85
1,C,1,H,1,1.535,-0.13,1.405,0.0,1.535
1,C,2,H,1,1.505,1.4,2.905,1.53,3.035
1,C,2,H,2,1.133,2.905,4.038,3.035,4.168
1,C,2,H,9,0.01,4.038,4.048,4.168,4.178
1,C,3,H,1,1.505,4.4,5.905,4.53,6.035
1,C,3,H,2,1.444,5.905,7.349,6.035,7.479
1,C,3,H,9,0.05,7.349,7.399,7.479,7.529
1,C,4,H,1,1.51,7.4,8.91,7.53,9.04
1,C,4,H,2,1.25,8.91,10.16,9.04,10.29
1,C,4,H,9,0.05,10.16,10.21,10.29,10.34
1,C,5,H,1,1.495,9.0,10.495,9.13,10.625
1,C,5,H,2,1.02,10.495,11.515,10.625,11.645
1,C,5,H,9,0.03,11.515,11.545,11.645,11.675
1,C,6,H,1,1.5,12.0,13.5,12.13,13.61908008
1,C,6,H,2,1.432,13.5,14.932,13.61908008,15.0406552
1,C,6,H,9,0.09,14.932,15.022,15.0406552,15.13
1,C,7,H,1,1.4969999999999999,15.0,16.497,15.13,16.62450915
1,C,7,H,2,1.4280000000000002,16.497,17.925,16.62450915,18.05013311
1,C,7,H,9,0.08,17.925,18.005,18.05013311,18.13
1,C,8,H,1,1.355,17.0,18.355,17.13,18.485
1,C,8,H,2,1.0170000000000001,18.355,19.372,18.485,19.502
1,C,8,H,3,0.205,19.372,19.577,19.502,19.707
1,C,8,H,9,0.03,19.577,19.607,19.707,19.737000000000002
1,C,9,H,1,1.4480000000000002,20.0,21.448,20.13,21.578000000000003
1,C,9,H,2,1.345,21.448,22.793000000000003,21.578000000000003,22.923000000000002
1,C,9,H,9,0.03,22.793000000000003,22.823,22.923000000000002,22.953000000000003
1,C,10,H,1,1.505,23.0,24.505,23.13,24.635
1,C,10,H,2,1.425,24.505,25.93,24.635,26.06
1,C,10,H,9,0.01,25.93,25.94,26.06,26.07
1,C,11,H,1,1.515,26.0,27.515,26.13,27.645
1,C,11,H,2,1.41,27.515,28.925,27.645,29.055
1,C,11,H,9,0.01,28.925,28.935,29.055,29.065
1,C,12,H,1,1.505,29.0,30.505,29.13,30.58833333
1,C,12,H,2,0.995,30.505,31.5,30.58833333,31.55248062
1,C,12,H,9,0.08,31.5,31.58,31.55248062,31.63
1,C,13,H,1,1.5090000000000001,31.5,33.009,31.63,33.12603437
1,C,13,H,2,1.4369999999999998,33.009,34.446,33.12603437,34.55068738
1,C,13,H,9,0.08,34.446,34.525999999999996,34.55068738,34.63
1,C,14,H,1,1.5,34.5,36.0,34.63,36.13
1,C,14,H,2,1.275,36.0,37.275,36.13,37.405
1,C,14,H,9,0.075,37.275,37.35,37.405,37.48
1,C,15,H,1,1.4980000000000002,37.5,38.998000000000005,37.63,39.128
1,C,15,H,2,0.68,38.998000000000005,39.678000000000004,39.128,39.808
1,C,15,H,9,0.06,39.678000000000004,39.738,39.808,39.868
1,C,16,H,1,1.5,39.5,41.0,39.63,41.13
1,C,16,H,2,1.432,41.0,42.431999999999995,41.13,42.562
1,C,16,H,9,0.06,42.431999999999995,42.492,42.562,42.622
1,C,17,H,1,1.5,42.5,44.0,42.63,44.13
1,C,17,H,2,1.42,44.0,45.42,44.13,45.55
1,C,17,H,9,0.08,45.42,45.5,45.55,45.63
1,C,18,H,1,1.495,45.5,46.995,45.63,47.125
1,C,18,H,2,0.85,46.995,47.845,47.125,47.975
1,C,18,H,3,0.068,47.845,47.913000000000004,47.975,48.043
1,C,18,H,4,0.146,47.913000000000004,48.059,48.043,48.18899999999999
1,C,18,H,9,0.06,48.059,48.119,48.18899999999999,48.248999999999995
1,C,19,H,1,0.845,47.0,47.845,47.13,47.975
1,C,19,H,2,0.807,47.845,48.652,47.975,48.782
1,C,19,H,9,0.06,48.652,48.711999999999996,48.782,48.842
1,C,20,H,1,1.51,50.0,51.51,50.13,51.6152459
1,C,20,H,2,1.45,51.51,52.96,51.6152459,53.04147541
1,C,20,H,9,0.09,52.96,53.05,53.04147541,53.13
1,C,21,H,1,1.42,53.0,54.42,53.13,54.55
1,C,22,H,1,1.495,56.0,57.495,56.13,57.625
1,C,22,H,2,1.325,57.495,58.82,57.625,58.95
1,C,22,H,9,0.06,58.82,58.88,58.95,59.01
1,C,23,H,1,1.495,59.0,60.495,59.13,60.58475187
1,C,23,H,2,0.688,60.495,61.183,60.58475187,61.25422965
1,C,23,H,3,0.71,61.183,61.893,61.25422965,61.94511515
1,C,23,H,4,0.13,61.893,62.023,61.94511515,62.07161531
1,C,23,H,9,0.06,62.023,62.083,62.07161531,62.13
1,C,24,H,1,1.518,62.0,63.518,62.13,63.62654946
1,C,24,H,2,1.45,63.518,64.968,63.62654946,65.05605981
1,C,24,H,9,0.075,64.968,65.043,65.05605981,65.13
1,C,25,H,1,0.955,65.0,65.955,65.13,66.085
1,C,25,H,2,0.8,65.955,66.755,66.085,66.885
1,C,25,H,3,0.83,66.755,67.585,66.885,67.715
1,C,25,H,9,0.06,67.585,67.645,67.715,67.775
1,C,26,H,1,1.5,68.0,69.5,68.13,69.63
1,C,26,H,2,1.3,69.5,70.8,69.63,70.93
1,C,26,H,9,0.045,70.8,70.845,70.93,70.975
1,C,27,H,1,1.5,70.5,72.0,70.63,72.13
1,C,27,H,2,1.0290000000000001,72.0,73.029,72.13,73.15899999999999
1,C,27,H,3,0.18,73.029,73.209,73.15899999999999,73.339
1,C,27,H,9,0.07,73.209,73.279,73.339,73.40899999999999
1,C,28,H,1,1.5,73.5,75.0,73.63,75.13
1,C,28,H,2,1.325,75.0,76.325,75.13,76.455
1,C,28,H,9,0.04,76.325,76.365,76.455,76.495
1,C,29,H,1,1.51,76.5,78.01,76.63,78.14
1,C,29,H,2,1.12,78.01,79.13,78.14,79.26
1,C,29,H,9,0.05,79.13,79.18,79.26,79.31
1,C,30,H,1,0.9440000000000001,79.5,80.444,79.63,80.574
1,C,30,H,9,0.01,80.444,80.454,80.574,80.584
1,C,31,E,1,0.995,80.5,81.495,80.63,81.53660592
1,C,31,E,2,1.19,81.495,82.685,81.53660592,82.62088838
1,C,31,E,9,0.01,82.685,82.695,82.62088838,82.63
2,A,1,H,1,0.615,0.0,0.615,0.0,0.615
2,A,1,H,9,0.09,0.615,0.705,0.615,0.705
2,A,2,H,1,1.51,0.7,2.21,0.7,2.21
2,A,2,H,2,0.9129999999999999,2.21,3.123,2.21,3.123
2,A,2,H,9,0.07,3.123,3.193,3.123,3.193
2,A,3,H,1,1.25,3.7,4.95,3.7,4.95
2,A,3,H,2,1.38,4.95,6.33,4.95,6.33
2,A,3,H,9,0.06,6.33,6.39,6.33,6.39
2,A,4,H,1,1.0170000000000001,6.7,7.7170000000000005,6.7,7.7170000000000005
2,A,4,H,2,0.535,7.7170000000000005,8.252,7.7170000000000005,8.252
2,A,4,H,3,1.07,8.252,9.322000000000001,8.252,9.322000000000001
2,A,4,H,4,0.161,9.322000000000001,9.482999999999999,9.322000000000001,9.482999999999999
2,A,4,H,9,0.08,9.482999999999999,9.562999999999999,9.482999999999999,9.562999999999999
2,A,5,H,1,1.5019999999999998,9.7,11.202,9.7,11.19551942
2,A,5,H,2,1.4269999999999998,11.202,12.629000000000001,11.19551942,12.61636243
2,A,5,H,9,0.084,12.629000000000001,12.713,12.61636243,12.7
2,A,6,H,1,1.51,12.7,14.21,12.7,14.18281506
2,A,6,H,2,1.46,14.21,15.67,14.18281506,15.61653028
2,A,6,H,9,0.085,15.67,15.755,15.61653028,15.7
2,A,7,H,1,1.505,15.7,17.205,15.7,17.205
2,A,7,H,2,1.425,17.205,18.63,17.205,18.63
2,A,8,H,1,1.5030000000000001,18.7,20.203,18.7,20.203
2,A,8,H,2,1.41,20.203,21.613000000000003,20.203,21.613000000000003
2,A,8,H,9,0.02,21.613000000000003,21.633000000000003,21.613000000000003,21.633000000000003
2,A,9,H,1,1.5019999999999998,21.7,23.201999999999998,21.7,23.201999999999998
2,A,9,H,2,1.32,23.201999999999998,24.522,23.201999999999998,24.522
2,A,9,H,9,0.06,24.522,24.581999999999997,24.522,24.581999999999997
2,A,10,H,1,1.505,24.7,26.205,24.7,26.1618798
2,A,10,H,2,1.272,26.205,27.476999999999997,26.1618798,27.39743536
2,A,10,H,9,0.085,27.476999999999997,27.561999999999998,27.39743536,27.48
2,A,11,H,1,1.51,27.48,28.99,27.48,28.99
2,A,11,H,2,1.405,28.99,30.395,28.99,30.395
2,A,11,H,9,0.06,30.395,30.455,30.395,30.455
2,A,12,H,1,1.506,30.48,31.986,30.48,31.95985588
2,A,12,H,2,1.4569999999999999,31.986,33.443000000000005,31.95985588,33.3915624
2,A,12,H,9,0.09,33.443000000000005,33.533,33.3915624,33.48
2,A,13,H,1,1.49,33.48,34.97,33.48,34.97
2,A,13,H,2,1.39,34.97,36.36,34.97,36.36
2,A,13,H,9,0.075,36.36,36.435,36.36,36.435
2,A,14,H,1,1.505,36.48,37.985,36.48,37.985
2,A,14,H,2,1.4480000000000002,37.985,39.433,37.985,39.433
2,A,14,H,9,0.04,39.433,39.473,39.433,39.473
2,A,15,H,1,1.49,39.48,40.97,39.48,40.97
2,A,15,H,2,1.435,40.97,42.405,40.97,42.405
2,A,15,H,9,0.07,42.405,42.475,42.405,42.475
2,A,16,H,1,1.505,42.48,43.985,42.48,43.985
2,A,16,H,2,1.4409999999999998,43.985,45.426,43.985,45.426
2,A,16,H,9,0.01,45.426,45.43600000000001,45.426,45.43600000000001
2,A,17,H,1,1.51,45.48,46.99,45.48,46.99
2,A,17,H,2,1.405,46.99,48.395,46.99,48.395
2,A,17,H,9,0.03,48.395,48.425,48.395,48.425
2,A,18,H,1,1.51,48.48,49.99,48.48,49.98
2,A,18,H,2,1.46,49.99,51.45,49.98,51.43033113
2,A,18,H,9,0.05,51.45,51.5,51.43033113,51.48
2,A,19,H,1,1.49,51.48,52.97,51.48,52.97
2,A,19,H,2,1.4680000000000002,52.97,54.438,52.97,54.438
2,A,19,H,9,0.023,54.438,54.461000000000006,54.438,54.461000000000006
2,A,20,E,1,1.5130000000000001,54.48,55.993,54.48,55.82768409
2,A,20,E,2,0.92,55.993,56.913000000000004,55.82768409,56.64716152
2,A,20,E,3,0.925,56.913000000000004,57.838,56.64716152,57.47109264
2,A,20,E,9,0.01,57.838,57.848,57.47109264,57.48
2,A,21,E,1,1.355,57.48,58.835,57.48,58.835
2,A,21,E,9,0.09,58.835,58.925,58.835,58.925
2,A,22,E,1,1.5,60.48,61.98,60.48,61.98
2,A,22,E,2,0.6,61.98,62.58,61.98,62.58
2,A,22,E,9,0.13,62.58,62.71,62.58,62.71
2,A,23,E,1,1.43,63.48,64.91,63.48,64.91
2,B,1,H,1,1.505,0.0,1.505,0.0,1.505
2,B,1,H,2,0.585,1.505,2.09,1.505,2.09
